employee_id,p_attrition,median_survival_months,ev,risk_tier,top_shap_drivers,band,circle,department,gender,tenure_months,compa_ratio,perf_rating_current,months_since_promotion,months_since_hike
JIO11285,0.9998716751319261,166.0,399942.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -32.6307}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.6022}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}]",5.0,Mumbai,HR,F,139.0,1.058,3.47,22.0,7.0
JIO10478,0.999855596653667,142.0,399935.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -53.9676}, {""feature"": ""career_promotion_velocity"", ""shap"": 41.4891}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",3.0,Gujarat,IT,M,89.0,0.998,3.02,11.0,8.0
JIO10244,0.999839221797648,inf,399928.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 20.6312}, {""feature"": ""login_freq_30d"", ""shap"": -20.4908}, {""feature"": ""tenure_months"", ""shap"": 15.5578}]",6.0,Tamil Nadu,HR,M,177.0,1.094,3.13,24.0,0.0
JIO10173,0.9998242632032662,93.0,399921.0,CRITICAL,"[{""feature"": ""career_tenure_at_band"", ""shap"": -22.2138}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.0966}, {""feature"": ""login_freq_30d"", ""shap"": -14.9266}]",5.0,Gujarat,Operations,M,110.0,0.942,2.47,44.0,15.0
JIO11102,0.999817220708947,57.0,399918.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -31.2972}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}, {""feature"": ""career_promotion_velocity"", ""shap"": 13.0571}]",4.0,Punjab,Finance,M,56.0,1.246000000000005,2.76,9.0,6.0
JIO11026,0.9997260630144794,61.0,399877.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -8.4198}, {""feature"": ""career_promotion_velocity"", ""shap"": 5.5995}, {""feature"": ""career_tenure_at_band"", ""shap"": -5.5239}]",5.0,UP East,IT,M,36.0,0.982,2.77,11.0,3.0
JIO10675,0.999704865218936,178.0,399867.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""career_promotion_velocity"", ""shap"": 22.6898}]",5.0,Mumbai,Finance,F,146.0,0.868,2.73,2.0,18.0
JIO11414,0.9996589705221138,166.0,399847.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -57.4625}, {""feature"": ""recency_manager_change"", ""shap"": 44.6927}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.5061}]",4.0,Rajasthan,Operations,F,118.0,1.024,3.18,36.0,2.0
JIO10137,0.9996275626830591,inf,399832.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -49.1163}, {""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""career_promotion_velocity"", ""shap"": 20.1651}]",6.0,Mumbai,Network,M,173.0,1.097,3.56,15.0,3.0
JIO10549,0.9996039645450241,97.0,399822.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -39.8043}, {""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""career_promotion_velocity"", ""shap"": 5.9491}]",6.0,Delhi,Sales,M,51.0,0.95,2.9,10.0,21.0
JIO10852,0.9995826514390448,67.0,399812.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -22.4681}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""career_tenure_at_band"", ""shap"": -11.0872}]",5.0,Rajasthan,IT,M,51.0,0.938,3.51,22.0,12.0
JIO10945,0.9995590059815628,155.0,399802.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -33.3665}, {""feature"": ""career_promotion_velocity"", ""shap"": 29.6036}, {""feature"": ""career_tenure_at_band"", ""shap"": -12.6044}]",4.0,Tamil Nadu,Network,M,127.0,1.119,3.55,25.0,15.0
JIO11247,0.9995459135297876,110.0,399796.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -18.3295}, {""feature"": ""career_tenure_at_band"", ""shap"": -18.1677}, {""feature"": ""career_promotion_velocity"", ""shap"": 15.6983}]",5.0,Maharashtra,Operations,F,101.0,1.041,4.51,36.0,5.0
JIO11608,0.9995232144580968,73.0,399785.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -36.9993}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""career_promotion_velocity"", ""shap"": 10.4936}]",4.0,Tamil Nadu,Finance,F,45.0,0.992,3.99,1.0,4.0
JIO10923,0.9994380920456943,54.0,399747.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -25.2042}, {""feature"": ""career_promotion_velocity"", ""shap"": 19.5825}, {""feature"": ""career_tenure_at_band"", ""shap"": -10.5814}]",3.0,Punjab,Sales,M,42.0,1.035,2.57,21.0,21.0
JIO11748,0.9994233567927315,53.0,399741.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 58.1036}, {""feature"": ""login_freq_30d"", ""shap"": -51.1166}, {""feature"": ""career_tenure_at_band"", ""shap"": -6.5354}]",6.0,Maharashtra,Technology,M,29.0,0.854,4.76,13.0,21.0
JIO11683,0.9993547839233348,156.0,399710.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -40.701}, {""feature"": ""career_promotion_velocity"", ""shap"": 22.8452}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",4.0,Rajasthan,Sales,M,98.0,0.741,3.07,18.0,19.0
JIO11288,0.9992557958578461,115.0,399665.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -31.5271}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_promotion_velocity"", ""shap"": 7.93}]",6.0,Gujarat,Technology,M,68.0,1.026,3.57,15.0,11.0
JIO10706,0.999067609106487,145.0,399580.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -47.0469}, {""feature"": ""career_promotion_velocity"", ""shap"": 26.807}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",4.0,Delhi,Finance,F,115.0,1.004,3.45,17.0,15.0
JIO10746,0.9990173922152611,165.0,399558.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -36.3785}, {""feature"": ""career_promotion_velocity"", ""shap"": 26.807}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",4.0,Mumbai,Network,F,115.0,0.917,3.41,33.0,8.0
JIO11632,0.9990125570744525,149.0,399556.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -44.0119}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.4469}]",3.0,Tamil Nadu,Sales,F,46.0,1.145,3.51,9.0,17.0
JIO10390,0.9987892117651046,153.0,399455.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -34.3092}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_promotion_velocity"", ""shap"": 10.4159}]",5.0,Gujarat,IT,M,67.0,0.999,4.29,0.0,5.0
JIO11370,0.9987326070744748,inf,399430.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -45.6674}, {""feature"": ""career_promotion_velocity"", ""shap"": 40.0908}, {""feature"": ""tenure_months"", ""shap"": 15.1184}]",4.0,UP East,IT,F,172.0,0.948,2.73,14.0,7.0
JIO10587,0.998381853832226,149.0,399272.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 49.163}, {""feature"": ""login_freq_30d"", ""shap"": -46.5641}, {""feature"": ""career_promotion_velocity"", ""shap"": 10.1052}]",5.0,West Bengal,Sales,F,65.0,0.935,4.05,20.0,2.0
JIO10565,0.9982672263769907,135.0,399220.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 31.468}, {""feature"": ""login_freq_30d"", ""shap"": -28.0322}, {""feature"": ""career_tenure_at_band"", ""shap"": -21.2022}]",4.0,Rajasthan,Network,M,135.0,0.734,2.93,42.0,12.0
JIO10194,0.998079211546487,124.0,399136.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""login_freq_30d"", ""shap"": -21.3875}, {""feature"": ""career_tenure_at_band"", ""shap"": -12.0987}]",4.0,West Bengal,Technology,M,44.0,0.99,3.43,24.0,1.0
JIO10290,0.9979843416965879,172.0,399093.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -46.771}, {""feature"": ""recency_manager_change"", ""shap"": 44.6927}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.4469}]",4.0,West Bengal,HR,M,92.0,1.022,4.27,37.0,0.0
JIO10944,0.9974906111716312,172.0,398871.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -43.2302}, {""feature"": ""career_promotion_velocity"", ""shap"": 37.9933}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.6965}]",4.0,West Bengal,Sales,M,163.0,1.246000000000005,2.92,41.0,10.0
JIO10917,0.9959471690017084,172.0,398176.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -48.2195}, {""feature"": ""career_promotion_velocity"", ""shap"": 20.5147}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",5.0,Rajasthan,Sales,F,132.0,1.188,2.98,6.0,22.0
JIO10199,0.9958568370835569,164.0,398136.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -42.1266}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}, {""feature"": ""career_promotion_velocity"", ""shap"": 14.805}]",6.0,Karnataka,HR,F,127.0,0.979,2.64,2.0,11.0
JIO10355,0.9955868008576225,131.0,398014.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 26.1078}, {""feature"": ""career_tenure_at_band"", ""shap"": -23.731}, {""feature"": ""login_freq_30d"", ""shap"": -19.755}]",4.0,Karnataka,Technology,M,112.0,1.033,2.66,47.0,9.0
JIO10251,0.9955270865559537,84.0,397987.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -45.0696}, {""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.7181}]",3.0,Tamil Nadu,IT,M,38.0,1.047,3.46,3.0,6.0
JIO10920,0.9951360982526152,110.0,397811.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -25.71}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.252}]",3.0,Tamil Nadu,Technology,M,37.0,0.89,2.4,10.0,0.0
JIO10749,0.994619147489308,132.0,397579.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -24.4454}, {""feature"": ""career_promotion_velocity"", ""shap"": 20.9808}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",3.0,Maharashtra,Operations,F,45.0,0.866,4.0,24.0,8.0
JIO10035,0.9943524073397446,69.0,397459.0,CRITICAL,"[{""feature"": ""career_tenure_at_band"", ""shap"": -21.708}, {""feature"": ""career_promotion_velocity"", ""shap"": 14.4554}, {""feature"": ""login_freq_30d"", ""shap"": -8.4198}]",4.0,Karnataka,IT,F,62.0,1.246,3.15,43.0,14.0
JIO11712,0.9939709505241778,54.0,397287.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -28.814}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""leave_days_30d"", ""shap"": 8.3196}]",4.0,Mumbai,Sales,M,23.0,0.809,3.54,13.0,14.0
JIO10464,0.9939093276815877,86.0,397259.0,CRITICAL,"[{""feature"": ""career_tenure_at_band"", ""shap"": -16.6505}, {""feature"": ""career_promotion_velocity"", ""shap"": 14.2223}, {""feature"": ""login_freq_30d"", ""shap"": -13.2252}]",4.0,Punjab,HR,F,61.0,0.999,2.79,33.0,22.0
JIO10806,0.9935900404929708,83.0,397116.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -19.4331}, {""feature"": ""career_tenure_at_band"", ""shap"": -13.6159}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}]",5.0,Rajasthan,Sales,M,32.0,1.195,2.86,27.0,23.0
JIO11514,0.992974210167556,51.0,396838.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -28.4001}, {""feature"": ""career_promotion_velocity"", ""shap"": 15.6983}, {""feature"": ""tenure_months"", ""shap"": 8.8782}]",5.0,Maharashtra,IT,M,101.0,0.795,4.68,8.0,20.0
JIO11022,0.9926411014892748,167.0,396688.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -47.001}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.9341}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",4.0,Mumbai,Finance,M,137.0,0.838,3.43,39.0,16.0
JIO10392,0.9925872261020164,inf,396664.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -37.6431}, {""feature"": ""career_promotion_velocity"", ""shap"": 19.3494}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",6.0,UP East,Technology,F,166.0,1.011,2.99,28.0,23.0
JIO11114,0.9920783914158945,59.0,396435.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -36.8153}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_promotion_velocity"", ""shap"": 6.2987}]",4.0,West Bengal,Finance,M,27.0,0.719999999999995,2.08,8.0,23.0
JIO11535,0.9913060264996414,160.0,396088.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -29.1819}, {""feature"": ""career_promotion_velocity"", ""shap"": 25.6417}, {""feature"": ""career_tenure_at_band"", ""shap"": -12.6044}]",4.0,Tamil Nadu,HR,F,110.0,0.959,3.72,25.0,18.0
JIO10932,0.9895704803148117,105.0,395307.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 33.0993}, {""feature"": ""login_freq_30d"", ""shap"": -30.9063}, {""feature"": ""career_tenure_at_band"", ""shap"": -21.708}]",3.0,Delhi,IT,F,71.0,0.929,1.91,43.0,23.0
JIO11562,0.9883736550534784,inf,394768.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -50.8407}, {""feature"": ""career_promotion_velocity"", ""shap"": 31.9341}, {""feature"": ""tenure_months"", ""shap"": 12.0422}]",4.0,UP East,IT,M,137.0,1.054,2.42,8.0,20.0
JIO10451,0.9865222172805261,129.0,393935.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -27.7793}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.6799}, {""feature"": ""recency_manager_change"", ""shap"": 8.9305}]",4.0,Punjab,Sales,M,93.0,0.933,3.13,17.0,13.0
JIO11768,0.9818238369609721,140.0,391821.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -35.8267}, {""feature"": ""career_promotion_velocity"", ""shap"": 23.3113}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}]",4.0,West Bengal,Finance,M,100.0,0.971,3.27,18.0,10.0
JIO10129,0.9809961908812986,110.0,391448.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 49.163}, {""feature"": ""login_freq_30d"", ""shap"": -48.4955}, {""feature"": ""career_tenure_at_band"", ""shap"": -7.5469}]",7.0,Rajasthan,Operations,M,45.0,1.004,1.82,15.0,2.0
JIO11696,0.9750045032524267,172.0,388752.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -36.5624}, {""feature"": ""career_promotion_velocity"", ""shap"": 32.6332}, {""feature"": ""tenure_months"", ""shap"": 12.3059}]",4.0,Maharashtra,HR,F,140.0,0.968,3.26,17.0,0.0
JIO10461,0.9748334866075999,81.0,388675.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -36.9303}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""leave_days_30d"", ""shap"": 7.8667}]",3.0,Tamil Nadu,HR,M,14.0,1.043,3.73,10.0,15.0
JIO11794,0.9741740485215841,81.0,388378.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -27.0896}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}, {""feature"": ""leave_days_30d"", ""shap"": 8.6518}]",5.0,Maharashtra,Technology,M,49.0,1.011,2.04,17.0,11.0
JIO10095,0.9726517259817675,149.0,387693.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -25.779}, {""feature"": ""career_tenure_at_band"", ""shap"": -20.1907}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.9511}]",6.0,Gujarat,IT,M,154.0,0.78,2.33,40.0,4.0
JIO10274,0.9711648140785173,57.0,387024.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -34.1252}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""leave_days_30d"", ""shap"": 6.9005}]",4.0,Maharashtra,Sales,F,11.0,0.849,4.39,0.0,0.0
JIO10076,0.9660418083290175,73.0,384719.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -32.4468}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.4469}]",3.0,Gujarat,HR,F,46.0,0.796,3.06,38.0,20.0
JIO11297,0.9619449045521016,110.0,382875.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -39.6894}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.252}]",3.0,UP East,Sales,F,37.0,1.168,4.24,5.0,14.0
JIO10193,0.9566231228829323,171.0,380480.0,CRITICAL,"[{""feature"": ""career_promotion_velocity"", ""shap"": 45.6839}, {""feature"": ""login_freq_30d"", ""shap"": -38.6087}, {""feature"": ""career_tenure_at_band"", ""shap"": -15.1332}]",3.0,Delhi,Finance,F,98.0,0.923,3.62,30.0,12.0
JIO10402,0.9556865495699314,134.0,380059.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -48.5644}, {""feature"": ""career_promotion_velocity"", ""shap"": 23.7774}, {""feature"": ""recency_manager_change"", ""shap"": 22.3414}]",3.0,Maharashtra,Sales,F,51.0,0.918,2.61,0.0,18.0
JIO10396,0.9544271574602807,59.0,379492.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""login_freq_30d"", ""shap"": -20.4448}, {""feature"": ""career_tenure_at_band"", ""shap"": -18.6735}]",6.0,Karnataka,Technology,F,48.0,0.785,3.68,37.0,22.0
JIO11112,0.9513579076067188,174.0,378111.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -35.4588}, {""feature"": ""career_promotion_velocity"", ""shap"": 27.5061}, {""feature"": ""tenure_months"", ""shap"": 10.3723}]",4.0,Mumbai,Operations,F,118.0,1.12,3.36,9.0,16.0
JIO11667,0.9372615045987851,149.0,371768.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -46.6101}, {""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""career_promotion_velocity"", ""shap"": 23.5443}]",4.0,Karnataka,IT,M,101.0,1.088,4.11,21.0,17.0
JIO10469,0.9323164368991854,142.0,369542.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -51.8523}, {""feature"": ""career_promotion_velocity"", ""shap"": 36.362}, {""feature"": ""recency_manager_change"", ""shap"": 35.7522}]",3.0,Gujarat,Network,M,78.0,0.771,3.97,44.0,21.0
JIO10608,0.9301863079004764,175.0,368584.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -30.5384}, {""feature"": ""career_promotion_velocity"", ""shap"": 19.1164}, {""feature"": ""career_tenure_at_band"", ""shap"": -18.1677}]",5.0,Karnataka,Finance,M,123.0,0.915,3.07,36.0,13.0
JIO10819,0.8980127280052119,156.0,354106.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -51.8064}, {""feature"": ""career_promotion_velocity"", ""shap"": 43.8196}, {""feature"": ""tenure_months"", ""shap"": 8.263}]",3.0,Gujarat,Sales,M,94.0,0.793,3.85,3.0,2.0
JIO11605,0.8806135089932335,173.0,346276.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -32.5847}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_tenure_at_band"", ""shap"": -23.2253}]",5.0,Maharashtra,IT,F,115.0,1.13,4.88,46.0,5.0
JIO11511,0.878378359937637,135.0,345270.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -38.9306}, {""feature"": ""career_promotion_velocity"", ""shap"": 35.4298}, {""feature"": ""tenure_months"", ""shap"": 6.6809}]",3.0,Maharashtra,IT,F,76.0,0.889,2.82,13.0,16.0
JIO10644,0.8691174929589054,102.0,341103.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""login_freq_30d"", ""shap"": -34.3092}, {""feature"": ""career_tenure_at_band"", ""shap"": -17.662}]",4.0,Delhi,Sales,F,61.0,1.246000000000005,3.4,35.0,0.0
JIO11140,0.8667749253933118,167.0,340049.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -30.3085}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}, {""feature"": ""career_promotion_velocity"", ""shap"": 11.0762}]",6.0,Maharashtra,Technology,F,95.0,0.917,4.91,15.0,1.0
JIO10031,0.8657466277660189,135.0,339586.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -48.7944}, {""feature"": ""career_promotion_velocity"", ""shap"": 40.0908}, {""feature"": ""tenure_months"", ""shap"": 7.5598}]",3.0,Tamil Nadu,Sales,F,86.0,1.001,4.09,11.0,12.0
JIO10846,0.8606098374141486,57.0,337274.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -36.0106}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}, {""feature"": ""career_promotion_velocity"", ""shap"": 11.1927}]",6.0,Karnataka,Sales,F,96.0,1.039,3.13,18.0,2.0
JIO11697,0.8442098147912755,54.0,329894.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -43.92}, {""feature"": ""recency_manager_change"", ""shap"": 40.2225}, {""feature"": ""leave_days_30d"", ""shap"": 7.2175}]",5.0,Mumbai,Technology,M,2.0,1.231,3.42,0.0,3.0
JIO11668,0.8431662532882626,90.0,329425.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 40.2225}, {""feature"": ""login_freq_30d"", ""shap"": -38.9536}, {""feature"": ""career_tenure_at_band"", ""shap"": -12.0987}]",7.0,Gujarat,Operations,M,24.0,1.029,3.16,24.0,22.0
JIO10365,0.806206537226913,150.0,312793.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -38.1719}, {""feature"": ""career_promotion_velocity"", ""shap"": 19.7378}, {""feature"": ""recency_manager_change"", ""shap"": 17.8711}]",5.0,Punjab,Network,F,127.0,0.931,3.27,31.0,17.0
JIO11215,0.8058588867314397,113.0,312636.0,CRITICAL,"[{""feature"": ""career_tenure_at_band"", ""shap"": -18.6735}, {""feature"": ""login_freq_30d"", ""shap"": -16.697}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}]",7.0,Mumbai,Sales,M,60.0,1.16,4.06,37.0,21.0
JIO10357,0.8048112214463093,99.0,312165.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -37.873}, {""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""career_promotion_velocity"", ""shap"": 9.3283}]",3.0,Gujarat,Operations,F,20.0,1.011,3.87,1.0,7.0
JIO11191,0.7728218431040291,31.0,297770.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -20.1459}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}, {""feature"": ""career_tenure_at_band"", ""shap"": -11.5929}]",5.0,West Bengal,Technology,F,41.0,0.857,3.43,23.0,2.0
JIO11181,0.764428737181019,112.0,293993.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -36.4015}, {""feature"": ""recency_manager_change"", ""shap"": 31.2819}, {""feature"": ""career_promotion_velocity"", ""shap"": 5.4442}]",5.0,Maharashtra,Finance,M,35.0,1.134,3.94,8.0,12.0
JIO10740,0.7640473685746858,121.0,293821.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -33.2055}, {""feature"": ""career_promotion_velocity"", ""shap"": 17.0966}, {""feature"": ""career_tenure_at_band"", ""shap"": -15.1332}]",5.0,West Bengal,Technology,F,110.0,1.001,3.74,30.0,13.0
JIO11573,0.7376011545688602,108.0,281921.0,CRITICAL,"[{""feature"": ""login_freq_30d"", ""shap"": -35.5967}, {""feature"": ""career_promotion_velocity"", ""shap"": 21.913}, {""feature"": ""career_tenure_at_band"", ""shap"": -10.5814}]",4.0,Delhi,HR,F,94.0,0.768,2.96,21.0,8.0
JIO11128,0.7124184317691636,103.0,270588.0,CRITICAL,"[{""feature"": ""recency_manager_change"", ""shap"": 22.3414}, {""feature"": ""login_freq_30d"", ""shap"": -20.3298}, {""feature"": ""career_promotion_velocity"", ""shap"": 8.8622}]",3.0,Punjab,Finance,M,19.0,0.953,3.12,17.0,7.0
JIO10670,0.6733577259215129,134.0,253011.0,HIGH,"[{""feature"": ""login_freq_30d"", ""shap"": -36.9533}, {""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""career_promotion_velocity"", ""shap"": 13.2902}]",4.0,Tamil Nadu,Network,M,57.0,0.808,4.23,22.0,21.0
JIO11025,0.6600981999987501,165.0,247044.0,HIGH,"[{""feature"": ""login_freq_30d"", ""shap"": -29.5727}, {""feature"": ""career_promotion_velocity"", ""shap"": 14.1058}, {""feature"": ""tenure_months"", ""shap"": 10.636}]",6.0,Tamil Nadu,Network,M,121.0,0.95,4.48,3.0,7.0
JIO10947,0.6510365664634598,64.0,242966.0,HIGH,"[{""feature"": ""login_freq_30d"", ""shap"": -38.2179}, {""feature"": ""recency_manager_change"", ""shap"": 35.7522}, {""feature"": ""leave_days_30d"", ""shap"": 3.5639}]",4.0,West Bengal,HR,F,13.0,0.949,3.58,6.0,15.0
JIO10905,0.6436344694846348,73.0,239636.0,HIGH,"[{""feature"": ""login_freq_30d"", ""shap"": -19.64}, {""feature"": ""career_tenure_at_band"", ""shap"": -15.1332}, {""feature"": ""recency_manager_change"", ""shap"": 13.4008}]",4.0,Karnataka,Network,M,39.0,1.036,3.3,30.0,2.0
JIO10142,0.6289966700676841,81.0,233049.0,HIGH,"[{""feature"": ""login_freq_30d"", ""shap"": -38.6087}, {""feature"": ""career_promotion_velocity"", ""shap"": 34.4976}, {""feature"": ""career_tenure_at_band"", ""shap"": -18.6735}]",3.0,Punjab,Technology,M,74.0,0.827,5.0,37.0,19.0
JIO10034,0.626105744695821,170.0,231748.0,HIGH,"[{""feature"": ""login_freq_30d"", ""shap"": -36.9763}, {""feature"": ""career_promotion_velocity"", ""shap"": 19.4659}, {""feature"": ""career_tenure_at_band"", ""shap"": -19.1792}]",6.0,Gujarat,Sales,F,167.0,1.133,1.82,38.0,16.0
JIO11493,0.6243689556347559,64.0,230966.0,HIGH,"[{""feature"": ""login_freq_30d"", ""shap"": -29.4118}, {""feature"": ""recency_manager_change"", ""shap"": 26.8116}, {""feature"": ""leave_days_30d"", ""shap"": 4.4547}]",3.0,Punjab,Finance,M,2.0,0.777,3.75,1.0,12.0
