employee_id,band,circle,department,gender,tenure_months,months_since_promotion,months_since_hike,months_since_manager_changed,compa_ratio,perf_rating_current,hike_vs_band_median,login_freq_30d,training_completions_90d,leave_days_30d,login_freq_slope_30d,performance_rating_delta,peer_attrition_count_90d,manager_attrition_rate_6m,team_size_change_pct,attrition_flag
JIO11368,6.0,UP East,Operations,F,25.0,25.0,8.0,5.0,1.03,2.81,2.15,14.06,5.0,4.98,-0.052,0.05,1.0,0.261,-0.126,0.0
JIO11369,7.0,Karnataka,Network,F,15.0,13.0,23.0,26.0,1.012,2.74,1.03,24.18,7.0,1.11,-0.383,-0.242,0.0,0.128,-0.12,0.0
JIO11370,4.0,UP East,IT,F,172.0,14.0,7.0,2.0,0.948,2.73,-0.13,19.87,5.0,0.0,0.247,0.214,1.0,0.008,-0.093,0.0
JIO11371,3.0,Maharashtra,Network,F,87.0,30.0,7.0,7.0,1.01,2.74,-1.74,18.13,1.0,0.0,-0.21,0.165,1.0,0.254,-0.056,0.0
JIO11372,4.0,Tamil Nadu,Technology,F,62.0,44.0,0.0,16.0,1.061,3.38,0.54,14.1,2.0,2.67,0.512,-0.3,0.0,0.079,-0.042,0.0
JIO11373,4.0,West Bengal,Sales,M,168.0,35.0,23.0,21.0,1.059,4.1,-2.96,18.51,4.0,2.24,0.179,-0.458,1.0,0.093,-0.095,0.0
JIO11374,3.0,Tamil Nadu,Operations,M,94.0,23.0,18.0,26.0,1.142,2.75,1.26,21.72,1.0,2.31,0.275,0.22,0.0,0.31,0.06,0.0
JIO11375,4.0,Tamil Nadu,Finance,M,127.0,22.0,11.0,16.0,1.007,2.67,-0.08,19.18,6.0,3.63,0.064,-0.361,1.0,0.366,0.132,0.0
JIO11376,6.0,Delhi,IT,M,66.0,26.0,1.0,10.0,0.902,3.72,-3.06,16.15,3.0,3.78,0.401,-0.153,0.0,0.204,0.061,0.0
JIO11377,4.0,Rajasthan,Network,M,26.0,23.0,19.0,6.0,0.922,2.3,-3.91,13.18,0.0,2.13,-0.589,-0.634,5.0,0.058,0.0,1.0
JIO11378,5.0,Karnataka,Sales,M,57.0,43.0,8.0,21.0,0.987,3.19,-3.92,14.45,4.0,3.42,0.405,-0.171,2.0,0.392,0.112,0.0
JIO11379,3.0,West Bengal,Technology,M,71.0,23.0,6.0,9.0,1.088,3.64,-4.93,12.2,6.0,0.0,0.037,0.76,0.0,0.006,-0.071,0.0
JIO11380,5.0,Punjab,Operations,F,166.0,33.0,22.0,22.0,0.943,4.89,-1.19,17.13,6.0,2.49,0.279,0.311,0.0,0.116,-0.034,0.0
JIO11381,3.0,Karnataka,Finance,M,137.0,35.0,0.0,11.0,1.054,3.67,2.79,13.16,3.0,4.5,0.564,-0.075,0.0,0.622,-0.01,0.0
JIO11382,4.0,UP East,Finance,F,79.0,0.0,5.0,12.0,1.033,2.95,1.22,20.55,4.0,1.19,0.296,-0.06,1.0,0.088,-0.122,0.0
JIO11383,6.0,Maharashtra,Technology,M,131.0,23.0,20.0,8.0,1.071,3.48,0.34,13.53,3.0,3.96,0.418,0.069,0.0,0.075,0.041,0.0
JIO11384,4.0,West Bengal,Sales,M,81.0,5.0,1.0,10.0,0.823,3.44,-2.3,11.85,1.0,2.63,-0.144,-0.478,1.0,0.503,-0.032,0.0
JIO11385,4.0,Rajasthan,IT,F,31.0,24.0,18.0,18.0,1.115,3.73,-1.64,13.08,0.0,3.76,-1.226,-0.32,0.0,0.343,0.048,1.0
JIO11386,4.0,West Bengal,Finance,F,83.0,23.0,8.0,34.0,1.086,3.56,1.73,16.48,3.0,3.34,0.095,0.105,2.0,0.138,0.017,0.0
JIO11387,5.0,Rajasthan,Sales,M,4.0,3.0,21.0,29.0,1.013,2.86,-4.13,18.81,1.0,1.8,0.29,0.197,2.0,0.288,0.128,0.0
JIO11388,4.0,Maharashtra,HR,M,157.0,27.0,1.0,24.0,1.159,3.14,-0.73,12.58,4.0,2.46,-1.044,-0.279,2.0,0.098,-0.126,1.0
JIO11389,4.0,West Bengal,Sales,M,44.0,32.0,19.0,17.0,0.765,3.71,-2.5,17.22,3.0,1.91,-0.166,0.092,1.0,0.082,0.106,0.0
JIO11390,5.0,Mumbai,Operations,M,32.0,12.0,16.0,6.0,1.023,2.99,1.95,10.79,1.0,4.77,-0.66,-0.729,4.0,0.177,-0.082,1.0
JIO11391,3.0,West Bengal,Finance,F,117.0,44.0,21.0,14.0,0.856,3.7,-4.9,17.29,2.0,2.03,0.119,-0.1,0.0,0.147,-0.087,0.0
JIO11392,4.0,Tamil Nadu,HR,M,153.0,20.0,18.0,19.0,1.096,2.81,3.2,23.4,3.0,0.0,-0.31,0.241,1.0,0.133,0.012,0.0
JIO11393,4.0,Delhi,HR,M,52.0,19.0,10.0,18.0,0.987,3.17,0.1,20.18,1.0,0.37,0.165,0.34,0.0,0.115,-0.163,0.0
JIO11394,3.0,West Bengal,Technology,M,157.0,41.0,20.0,30.0,0.904,3.51,2.02,14.71,2.0,1.37,-0.089,0.248,0.0,0.161,-0.181,0.0
JIO11395,3.0,Tamil Nadu,HR,F,144.0,9.0,22.0,9.0,0.989,2.58,1.17,9.32,0.0,2.09,-0.602,-0.779,4.0,0.102,-0.196,1.0
JIO11396,3.0,Tamil Nadu,HR,M,158.0,5.0,22.0,2.0,1.246000000000005,3.2,2.43,15.57,6.0,1.21,0.71,-0.039,0.0,0.172,0.083,0.0
JIO11397,4.0,Gujarat,Finance,F,8.0,7.0,6.0,12.0,0.719999999999995,3.5,3.19,17.52,1.0,5.13,0.525,0.608,2.0,0.187,-0.041,0.0
JIO11398,4.0,Karnataka,Sales,M,111.0,2.0,12.0,18.0,0.799,3.12,-1.67,16.38,2.0,1.26,0.405,0.263,2.0,0.017,-0.013,0.0
JIO11399,6.0,UP East,Operations,M,140.0,44.0,0.0,7.0,1.072,3.49,3.18,14.55,1.0,5.46,0.731,0.368,0.0,0.421,-0.167,0.0
JIO11400,5.0,Karnataka,Technology,M,158.0,3.0,19.0,20.0,1.009,3.68,-3.06,16.51,4.0,2.74,-0.235,-0.152,1.0,0.028,-0.164,0.0
JIO11401,4.0,Punjab,Sales,F,139.0,38.0,5.0,30.0,0.921,4.49,1.91,20.23,2.0,3.84,0.363,-0.186,2.0,0.281,0.069,0.0
JIO11402,3.0,UP East,IT,M,38.0,2.0,2.0,9.0,1.025,4.63,0.02,17.06,2.0,0.0,0.08,0.325,0.0,0.016,-0.11,0.0
JIO11403,5.0,Mumbai,IT,M,64.0,29.0,0.0,5.0,1.047,3.44,3.92,15.65,1.0,1.26,0.266,0.559,2.0,0.075,0.112,0.0
JIO11404,7.0,Punjab,HR,M,103.0,39.0,3.0,2.0,0.979,3.14,-5.79,10.32,6.0,0.63,-0.081,-0.039,0.0,0.328,-0.126,0.0
JIO11405,6.0,UP East,Finance,M,92.0,33.0,14.0,29.0,0.901,2.34,0.24,15.41,3.0,2.35,0.612,0.255,0.0,0.14,-0.144,0.0
JIO11406,6.0,Mumbai,Network,M,150.0,30.0,21.0,13.0,0.826,4.77,-1.21,12.84,2.0,4.51,-0.376,0.473,0.0,0.23,-0.036,1.0
JIO11407,5.0,Gujarat,Technology,M,62.0,44.0,11.0,18.0,1.015,2.98,-0.76,21.17,1.0,4.16,-0.443,0.839,1.0,0.511,-0.005,0.0
JIO11408,4.0,Gujarat,Finance,F,141.0,13.0,4.0,35.0,0.91,2.87,-1.97,15.55,1.0,6.21,-1.218,-0.536,0.0,0.414,-0.061,1.0
JIO11409,5.0,Maharashtra,Operations,M,145.0,37.0,20.0,29.0,0.959,3.52,-2.98,15.12,2.0,1.99,0.17,-0.106,0.0,0.451,-0.049,0.0
JIO11410,3.0,Punjab,HR,F,172.0,18.0,6.0,10.0,0.872,3.55,-0.44,17.52,2.0,0.81,-0.255,0.437,1.0,0.196,-0.158,0.0
JIO11411,3.0,Karnataka,Finance,M,154.0,22.0,3.0,6.0,1.093,3.58,-3.32,10.94,4.0,2.63,-0.162,-0.223,0.0,0.127,0.022,0.0
JIO11412,6.0,Punjab,Network,F,124.0,27.0,19.0,25.0,0.905,3.65,-2.67,25.0,1.0,2.06,-0.264,-0.207,3.0,0.385,0.219,0.0
JIO11413,5.0,Punjab,Network,F,132.0,46.0,15.0,6.0,1.034,3.2,4.61,18.34,3.0,2.21,0.417,-0.344,0.0,0.025,0.078,0.0
JIO11414,4.0,Rajasthan,Operations,F,118.0,36.0,2.0,10.0,1.024,3.18,0.37,25.0,4.0,2.71,-0.497,0.698,0.0,0.078,-0.167,0.0
JIO11415,6.0,Punjab,Technology,F,12.0,3.0,9.0,34.0,1.024,3.27,1.03,23.81,6.0,4.12,0.66,0.644,0.0,0.011,-0.06,0.0
JIO11416,3.0,Mumbai,HR,M,33.0,10.0,7.0,32.0,0.93,2.66,-2.06,3.66999999999989,0.0,4.72,0.158,-0.432,2.0,0.225,-0.154,1.0
JIO11417,3.0,Maharashtra,Sales,F,152.0,7.0,13.0,18.0,0.873,2.35,2.3,20.33,1.0,4.61,-0.307,-0.095,1.0,0.203,-0.009,0.0
JIO11418,3.0,Mumbai,Sales,M,153.0,2.0,12.0,3.0,0.891,3.23,-0.14,6.18,3.0,0.0,-0.308,-0.302,0.0,0.179,0.087,0.0
JIO11419,7.0,Delhi,Technology,M,161.0,35.0,16.0,2.0,0.798,4.47,-2.21,23.42,4.0,0.53,0.862,-0.621,1.0,0.045,0.015,0.0
JIO11420,5.0,Maharashtra,HR,M,51.0,29.0,3.0,5.0,1.054,3.19,-3.69,4.26,1.0,0.7,-0.96,0.172,1.0,0.047,-0.041,0.0
JIO11421,3.0,Punjab,Technology,F,148.0,34.0,18.0,13.0,0.965,2.55,3.12,14.79,4.0,3.93,0.582,-0.53,1.0,0.012,0.041,0.0
JIO11422,5.0,Maharashtra,Finance,F,51.0,27.0,21.0,11.0,0.825,3.91,-2.65,10.36,5.0,2.49,0.224,0.435,2.0,0.066,0.052,0.0
JIO11423,4.0,Tamil Nadu,Finance,M,80.0,0.0,21.0,9.0,1.031,3.46,-1.18,15.95,3.0,5.18,-0.013,0.036,1.0,0.159,-0.074,0.0
JIO11424,3.0,Maharashtra,Technology,F,168.0,9.0,9.0,2.0,0.904,4.34,1.73,5.16,1.0,4.05,-0.878,0.048,5.0,0.391,-0.043,1.0
JIO11425,5.0,Delhi,IT,F,10.0,10.0,8.0,12.0,0.954,2.68,-1.69,16.38,5.0,1.39,0.178,0.17,2.0,0.262,0.082,0.0
JIO11426,4.0,Mumbai,IT,M,30.0,3.0,7.0,15.0,1.146,2.37,0.67,15.1,3.0,5.6,-0.529,-0.187,0.0,0.01,-0.064,0.0
JIO11427,6.0,Tamil Nadu,Network,M,130.0,2.0,18.0,31.0,0.984,5.0,0.04,15.92,2.0,2.28,-0.063,0.56,1.0,0.517,0.048,0.0
JIO11428,4.0,UP East,Technology,M,32.0,27.0,21.0,26.0,0.947,3.77,-1.42,25.0,3.0,2.23,-0.217,-0.516,2.0,0.119,-0.02,0.0
JIO11429,5.0,Tamil Nadu,Network,M,58.0,24.0,16.0,20.0,1.071,3.86,1.22,14.34,3.0,1.01,0.168,0.126,2.0,0.056,0.115,0.0
JIO11430,4.0,Gujarat,HR,F,48.0,1.0,12.0,26.0,0.956,3.04,4.57,11.53,2.0,5.93,-0.583,-0.08,2.0,0.293,-0.211,1.0
JIO11431,7.0,Tamil Nadu,Operations,F,62.0,15.0,2.0,29.0,0.999,3.02,-3.06,15.11,2.0,0.0,-0.222,0.169,1.0,0.237,0.107,0.0
JIO11432,4.0,Rajasthan,Finance,M,33.0,8.0,22.0,3.0,0.988,5.0,0.45,14.12,1.0,4.27,-0.072,0.358,1.0,0.113,-0.032,0.0
JIO11433,4.0,UP East,Operations,F,102.0,46.0,13.0,5.0,1.011,2.91,1.71,19.05,5.0,0.51,0.157,0.006,0.0,0.026,0.027,0.0
JIO11434,4.0,Gujarat,HR,M,2.0,2.0,8.0,30.0,1.017,3.51,0.67,18.81,4.0,3.77,-0.159,-0.419,0.0,0.117,-0.034,0.0
JIO11435,4.0,Delhi,Technology,F,162.0,26.0,16.0,25.0,0.998,4.11,1.49,8.2,3.0,0.0,0.086,0.471,2.0,0.125,0.056,0.0
JIO11436,5.0,UP East,Sales,M,158.0,10.0,15.0,7.0,0.891,3.04,0.35,18.3,0.0,0.0,0.263,-0.178,0.0,0.1,0.031,0.0
JIO11437,4.0,Maharashtra,IT,M,166.0,13.0,10.0,7.0,0.951,3.01,-0.29,19.19,3.0,5.33,0.84,-0.074,1.0,0.005,-0.042,0.0
JIO11438,3.0,Mumbai,Network,M,21.0,9.0,22.0,5.0,0.904,3.55,-0.82,24.93,3.0,2.59,0.426,0.132,1.0,0.17,-0.088,0.0
JIO11439,3.0,Delhi,Finance,M,83.0,40.0,14.0,7.0,0.841,4.26,-1.94,20.61,1.0,4.14,-0.095,0.589,1.0,0.117,-0.094,0.0
JIO11440,3.0,Tamil Nadu,Operations,F,28.0,10.0,19.0,24.0,0.938,3.89,3.97,12.04,1.0,3.64,0.316,0.225,0.0,0.141,-0.111,0.0
JIO11441,6.0,Rajasthan,HR,M,166.0,0.0,8.0,27.0,0.901,3.39,-1.81,13.73,4.0,3.51,0.136,-0.141,2.0,0.121,-0.023,0.0
JIO11442,5.0,Gujarat,IT,F,98.0,13.0,20.0,34.0,0.991,4.29,0.34,19.91,3.0,2.08,0.288,0.087,1.0,0.269,-0.172,0.0
JIO11443,3.0,UP East,IT,F,127.0,18.0,7.0,34.0,0.839,4.14,1.47,11.38,1.0,3.84,-0.022,-0.884,4.0,0.482,-0.07,1.0
JIO11444,3.0,Maharashtra,Finance,M,131.0,23.0,22.0,7.0,0.917,4.01,-2.47,7.82,1.0,4.89,-0.905,-0.35,1.0,0.249,-0.153,1.0
JIO11445,7.0,Punjab,Sales,F,2.0,0.0,22.0,33.0,1.023,2.8,2.5,17.45,0.0,0.97,0.123,0.447,2.0,0.562,-0.051,0.0
JIO11446,3.0,Tamil Nadu,HR,M,130.0,9.0,21.0,11.0,0.922,3.81,0.82,18.91,1.0,0.86,-0.147,-0.115,0.0,0.045,0.011,0.0
JIO11447,3.0,Karnataka,Finance,F,107.0,43.0,13.0,6.0,0.759,3.97,-3.7,16.2,1.0,5.6,0.11,0.109,1.0,0.06,-0.015,0.0
JIO11448,4.0,West Bengal,HR,M,167.0,26.0,13.0,4.0,0.883,3.13,1.48,14.1,4.0,1.87,1.061,0.055,1.0,0.434,-0.057,0.0
JIO11449,7.0,West Bengal,IT,F,178.0,1.0,11.0,35.0,1.015,2.9,-0.92,9.64,2.0,1.48,-0.317,0.026,0.0,0.582,-0.015,1.0
JIO11450,3.0,Delhi,Network,F,18.0,2.0,23.0,1.0,0.994,3.55,-1.14,14.98,3.0,4.41,-0.012,0.392,0.0,0.011,-0.094,0.0
JIO11451,6.0,West Bengal,HR,M,107.0,16.0,16.0,32.0,1.02,3.71,-5.76,14.15,4.0,2.16,0.452,-0.097,0.0,0.328,-0.053,0.0
JIO11452,4.0,Tamil Nadu,Finance,M,156.0,29.0,7.0,20.0,0.974,4.47,-0.1,14.32,1.0,4.24,0.299,0.37,2.0,0.432,0.02,0.0
JIO11453,5.0,Tamil Nadu,Technology,F,93.0,47.0,21.0,4.0,1.052,2.01,0.39,16.52,2.0,0.67,0.243,0.088,1.0,0.188,0.188,0.0
JIO11454,5.0,Delhi,Network,M,77.0,44.0,21.0,23.0,0.991,3.81,2.37,16.4,2.0,2.43,0.134,0.194,0.0,0.131,-0.083,0.0
JIO11455,3.0,UP East,IT,F,61.0,21.0,22.0,22.0,0.957,3.63,-3.07,14.21,0.0,4.81,-1.279,-0.699,1.0,0.432,-0.089,1.0
JIO11456,5.0,Gujarat,IT,F,153.0,16.0,10.0,1.0,1.02,4.12,2.38,10.84,2.0,3.57,0.149,-0.081,2.0,0.341,0.005,0.0
JIO11457,3.0,Rajasthan,Operations,F,105.0,27.0,6.0,7.0,0.916,3.0,1.26,6.59,2.0,5.6,-0.435,0.02,2.0,0.648000000000003,-0.046,1.0
JIO11458,4.0,Tamil Nadu,HR,F,164.0,42.0,13.0,8.0,0.977,3.69,5.48,18.31,2.0,2.57,0.258,0.366,0.0,0.005,0.143,0.0
JIO11459,4.0,Maharashtra,Network,M,109.0,47.0,5.0,5.0,0.926,3.15,6.03,14.66,5.0,0.46,0.259,0.495,0.0,0.153,0.042,0.0
JIO11460,5.0,Maharashtra,Operations,M,100.0,36.0,13.0,7.0,0.865,3.42,-2.71,18.84,1.0,4.41,0.048,-0.096,0.0,0.106,0.021,0.0
JIO11461,6.0,Karnataka,Sales,M,62.0,2.0,21.0,28.0,0.846,2.48,-0.34,16.12,2.0,4.45,0.617,-0.637,0.0,0.147,0.038,0.0
JIO11462,6.0,Karnataka,Technology,M,170.0,4.0,5.0,16.0,1.121,2.27,-0.29,3.94,1.0,3.62,-0.482,0.015,1.0,0.288,-0.048,1.0
JIO11463,6.0,Karnataka,Finance,M,62.0,19.0,23.0,29.0,0.902,3.72,-1.92,21.32,4.0,1.97,0.2,0.096,0.0,0.014,0.009,0.0
JIO11464,4.0,Gujarat,Operations,M,63.0,16.0,4.0,9.0,0.998,3.03,-3.22,18.88,2.0,3.92,-0.425,0.654,3.0,0.111,0.068,0.0
JIO11465,3.0,Mumbai,Sales,F,48.0,38.0,4.0,25.0,0.934,3.29,-1.57,15.18,0.0,5.22,-0.938,-0.695,2.0,0.603,-0.143,1.0
JIO11466,3.0,Karnataka,Technology,M,79.0,39.0,10.0,35.0,0.784,2.66,-2.01,12.39,0.0,5.94,-0.676,0.059,0.0,0.28,-0.176,1.0
JIO11467,4.0,Gujarat,HR,M,23.0,2.0,17.0,20.0,1.113,3.04,-0.08,7.22,2.0,6.4,-0.908,-0.308,2.0,0.507,0.033,1.0
JIO11468,5.0,Punjab,Operations,M,4.0,3.0,3.0,11.0,1.135,4.18,1.95,20.22,1.0,0.0,0.605,0.03,0.0,0.237,0.061,0.0
JIO11469,3.0,Mumbai,Operations,M,15.0,6.0,13.0,19.0,0.923,3.81,-1.49,13.98,0.0,2.96,0.013,-0.336,1.0,0.096,0.063,0.0
JIO11470,3.0,UP East,IT,F,33.0,5.0,12.0,25.0,1.11,3.14,-1.53,8.44,1.0,2.7,-0.529,0.33,1.0,0.281,-0.166,1.0
JIO11471,4.0,Mumbai,Technology,M,105.0,33.0,2.0,18.0,1.032,4.14,1.71,11.98,2.0,0.63,0.673,-0.049,2.0,0.031,-0.174,0.0
JIO11472,3.0,Tamil Nadu,Technology,F,151.0,18.0,2.0,26.0,0.827,3.1,0.78,16.15,1.0,2.12,0.975,-0.059,1.0,0.294,-0.034,0.0
JIO11473,5.0,West Bengal,IT,F,123.0,41.0,17.0,9.0,1.178,4.08,-1.48,16.52,4.0,2.87,0.809,0.11,0.0,0.011,-0.081,0.0
JIO11474,4.0,West Bengal,Technology,F,9.0,5.0,8.0,25.0,0.864,3.76,-2.62,19.67,1.0,5.19,-0.414,-0.558,2.0,0.171,-0.099,1.0
JIO11475,4.0,West Bengal,Finance,M,76.0,22.0,18.0,33.0,1.07,3.45,3.66,25.0,2.0,4.25,-0.234,0.28,2.0,0.016,-0.02,0.0
JIO11476,5.0,Rajasthan,Technology,F,166.0,39.0,14.0,5.0,0.931,3.16,-0.19,23.79,5.0,2.78,-0.251,0.47,1.0,0.005,-0.071,0.0
JIO11477,3.0,Mumbai,Sales,M,90.0,20.0,9.0,31.0,0.91,5.0,-2.16,21.63,1.0,0.0,-0.062,0.416,1.0,0.027,-0.119,0.0
JIO11478,3.0,West Bengal,Sales,F,75.0,39.0,5.0,25.0,1.022,4.49,-2.7,12.99,3.0,3.66,-0.248,0.337,1.0,0.279,-0.189,0.0
JIO11479,5.0,Karnataka,Operations,M,144.0,10.0,14.0,22.0,0.902,3.83,1.08,19.52,2.0,1.05,-0.371,-0.264,0.0,0.139,-0.022,0.0
JIO11480,4.0,Maharashtra,Network,M,143.0,5.0,1.0,34.0,0.982,3.57,-3.1,20.11,6.0,1.14,0.16,0.539,0.0,0.235,0.08,0.0
JIO11481,4.0,Mumbai,Operations,M,5.0,0.0,2.0,5.0,1.052,3.81,-2.35,7.45,1.0,6.04,-0.253,0.23,3.0,0.29,-0.07,1.0
JIO11482,3.0,Gujarat,Technology,M,107.0,26.0,15.0,19.0,1.017,3.29,-1.74,18.76,1.0,2.64,0.054,0.097,1.0,0.221,-0.025,0.0
JIO11483,3.0,Delhi,Finance,F,161.0,36.0,13.0,11.0,0.934,4.29,1.42,14.15,1.0,1.49,0.096,-0.08,2.0,0.286,-0.039,0.0
JIO11484,5.0,Tamil Nadu,IT,M,51.0,23.0,18.0,9.0,0.988,3.41,0.64,14.6,2.0,2.04,0.062,0.271,1.0,0.095,-0.026,0.0
JIO11485,4.0,Mumbai,Sales,M,178.0,43.0,21.0,6.0,1.054,3.57,0.59,17.84,0.0,1.0,0.192,-0.237,1.0,0.584,-0.018,0.0
JIO11486,6.0,Rajasthan,Finance,M,178.0,12.0,18.0,4.0,1.059,3.7,-0.13,18.5,1.0,3.12,-0.777,0.111,3.0,0.211,0.057,0.0
JIO11487,3.0,Mumbai,Operations,M,89.0,40.0,8.0,32.0,0.985,3.61,-5.36,12.69,3.0,0.67,0.758,0.696,0.0,0.371,0.114,0.0
JIO11488,5.0,Tamil Nadu,Technology,M,162.0,40.0,13.0,5.0,0.923,3.13,-1.26,20.8,3.0,3.51,0.443,0.385,0.0,0.231,0.106,0.0
JIO11489,4.0,UP East,Network,F,143.0,39.0,1.0,12.0,1.012,3.26,1.29,25.0,2.0,1.89,0.396,0.195,0.0,0.216,0.006,0.0
JIO11490,6.0,Delhi,Operations,M,14.0,5.0,7.0,8.0,0.851,2.88,-0.7,13.82,1.0,2.94,-0.126,-0.48,1.0,0.327,-0.087,1.0
JIO11491,7.0,Gujarat,Technology,F,134.0,5.0,8.0,5.0,1.027,4.08,-2.78,15.23,2.0,3.38,0.127,-0.257,2.0,0.005,0.119,0.0
JIO11492,4.0,Karnataka,Sales,M,125.0,30.0,20.0,27.0,0.9,3.25,5.0,17.37,2.0,0.0,0.45,-0.096,0.0,0.024,0.026,0.0
JIO11493,3.0,Punjab,Finance,M,2.0,1.0,12.0,6.0,0.777,3.75,-2.45,12.8,0.0,2.94,0.319,0.026,0.0,0.376,-0.018,0.0
JIO11494,5.0,Rajasthan,Network,M,29.0,3.0,10.0,27.0,0.809,3.32,-2.07,8.43,0.0,6.7,-0.197,-0.535,0.0,0.255,-0.1,1.0
JIO11495,6.0,Delhi,HR,F,162.0,4.0,2.0,24.0,0.719999999999995,3.69,-1.55,18.66,2.0,2.51,-0.356,0.037,0.0,0.07,-0.036,0.0
JIO11496,5.0,Karnataka,Network,M,133.0,19.0,20.0,21.0,0.801,3.59,0.84,16.3,5.0,5.32,0.194,0.563,1.0,0.034,0.014,0.0
JIO11497,5.0,Tamil Nadu,Technology,M,149.0,12.0,17.0,8.0,0.952,3.59,0.96,18.58,5.0,4.2,0.365,0.313,2.0,0.083,0.044,0.0
JIO11498,4.0,UP East,Network,F,74.0,21.0,5.0,25.0,1.035,4.04,3.22,14.78,5.0,3.12,0.481,0.381,1.0,0.368,0.017,0.0
JIO11499,4.0,Maharashtra,IT,M,116.0,6.0,16.0,27.0,0.958,3.05,3.49,18.75,3.0,2.1,-0.066,-0.58,0.0,0.103,0.008,0.0
JIO11500,3.0,Delhi,Sales,F,38.0,28.0,5.0,11.0,1.026,2.93,-1.25,6.77,3.0,2.59,-0.561,-0.059,1.0,0.48,-0.225,1.0
JIO11501,3.0,Tamil Nadu,IT,M,8.0,5.0,2.0,35.0,0.874,2.98,-2.77,16.23,2.0,0.15,-0.356,0.074,0.0,0.648000000000003,0.039,0.0
JIO11502,6.0,Karnataka,HR,M,168.0,37.0,5.0,10.0,0.951,3.24,0.42,19.1,2.0,2.57,-0.153,0.162,0.0,0.496,0.01,0.0
JIO11503,5.0,Rajasthan,HR,M,73.0,31.0,9.0,30.0,1.246000000000005,3.06,-0.51,14.71,0.0,5.98,-0.646,0.49,0.0,0.011,0.074,0.0
JIO11504,5.0,Rajasthan,Operations,M,54.0,29.0,11.0,15.0,0.88,2.49,1.98,6.48,6.0,1.99,-0.055,-0.332,2.0,0.101,-0.105,1.0
JIO11505,6.0,Tamil Nadu,Finance,M,10.0,8.0,1.0,12.0,1.109,4.49,-2.25,13.85,3.0,5.51,-0.433,0.331,2.0,0.023,0.034,0.0
JIO11506,3.0,Mumbai,Operations,M,178.0,38.0,0.0,27.0,1.098,4.0,-2.7,16.46,4.0,2.76,-0.69,0.487,2.0,0.2,0.039,0.0
JIO11507,5.0,Maharashtra,Operations,M,171.0,23.0,2.0,2.0,0.951,2.62,-5.31,22.29,2.0,2.36,0.076,-0.44,3.0,0.065,-0.163,0.0
JIO11508,4.0,Maharashtra,Sales,M,178.0,18.0,4.0,2.0,0.948,3.01,-0.87,19.81,0.0,1.04,0.559,0.029,0.0,0.091,-0.116,0.0
JIO11509,3.0,Maharashtra,Network,F,127.0,45.0,7.0,30.0,0.929,3.54,-1.09,19.62,2.0,1.33,0.532,0.216,0.0,0.38,-0.067,0.0
JIO11510,6.0,Karnataka,Network,M,137.0,28.0,5.0,15.0,0.904,2.99,-0.43,14.95,4.0,1.31,0.442,-0.362,1.0,0.002,0.051,0.0
JIO11511,3.0,Maharashtra,IT,F,76.0,13.0,16.0,1.0,0.889,2.82,-2.21,16.94,3.0,2.02,0.281,-0.246,1.0,0.01,0.006,0.0
JIO11512,4.0,Mumbai,HR,M,118.0,37.0,19.0,14.0,0.935,3.03,-0.29,6.02,1.0,4.14,-0.538,-0.471,1.0,0.03,-0.181,1.0
JIO11513,6.0,Maharashtra,Operations,M,112.0,40.0,21.0,34.0,1.013,3.94,-1.54,14.31,3.0,0.48,-0.162,-0.149,1.0,0.062,0.013,0.0
JIO11514,5.0,Maharashtra,IT,M,101.0,8.0,20.0,1.0,0.795,4.68,1.76,12.36,2.0,2.89,-1.014,-1.158,2.0,0.507,-0.075,1.0
JIO11515,7.0,Delhi,Network,M,93.0,27.0,4.0,5.0,1.106,5.0,-4.92,19.15,0.0,3.61,0.185,0.253,2.0,0.125,0.12,0.0
JIO11516,6.0,Delhi,Technology,F,102.0,27.0,9.0,23.0,1.151,3.81,-1.66,20.18,1.0,2.98,-0.398,0.578,1.0,0.108,0.065,0.0
JIO11517,5.0,Maharashtra,HR,M,21.0,2.0,12.0,6.0,0.924,5.0,-0.66,22.4,3.0,0.44,0.52,0.646,1.0,0.033,0.097,0.0
JIO11518,4.0,Mumbai,HR,M,158.0,27.0,0.0,28.0,0.868,4.05,-0.7,13.31,2.0,2.82,0.407,-0.231,2.0,0.011,-0.005,0.0
JIO11519,4.0,Maharashtra,HR,M,102.0,7.0,4.0,22.0,1.24,2.14,4.33,25.0,0.0,1.72,-0.342,0.277,0.0,0.202,-0.026,0.0
JIO11520,4.0,Delhi,Technology,M,145.0,43.0,11.0,26.0,0.821,4.11,0.0,13.55,1.0,5.56,-0.788,-0.177,1.0,0.086,-0.159,1.0
JIO11521,6.0,West Bengal,Network,F,56.0,12.0,23.0,4.0,1.042,4.67,1.06,15.86,2.0,4.52,0.171,-0.317,2.0,0.036,0.017,0.0
JIO11522,4.0,West Bengal,IT,F,59.0,12.0,10.0,30.0,0.914,3.78,-1.79,14.5,0.0,0.73,-0.346,0.482,1.0,0.12,-0.032,0.0
JIO11523,5.0,Gujarat,Sales,M,140.0,33.0,7.0,2.0,1.005,3.07,-0.68,18.18,1.0,1.03,-0.116,-0.171,1.0,0.431,-0.026,0.0
JIO11524,4.0,Gujarat,IT,M,135.0,24.0,23.0,32.0,0.89,2.97,-0.2,8.83,3.0,4.33,-0.937,-0.467,3.0,0.51,0.049,1.0
