employee_id,recency_manager_change,trend_login,trend_performance,trend_training,volatility_leave,volatility_performance,org_peer_attrition,org_manager_attrition,org_team_shrink,comp_compa_ratio,comp_hike_vs_median,comp_months_no_hike,career_tenure_at_band,career_promotion_velocity,overload_overtime_slope,overload_afterhours_login,is_new_joiner,onboard_completion_rate,onboard_manager_1on1s,interact_high_performer_no_promo,interact_underpaid_declining,interact_new_mgr_peer_left,interact_post_appraisal_dissatisfied,interact_overload_underpaid,interact_onboard_abandoned,interact_onboard_idle,band,tenure_months,perf_rating_current,login_freq_30d,training_completions_90d,leave_days_30d,gender_encoded,dept_Finance,dept_IT,dept_Network,dept_Operations,dept_Sales,dept_Technology,circle_Delhi,circle_Karnataka,circle_Maharashtra,circle_Mumbai,circle_Punjab,circle_Rajasthan,circle_Tamil Nadu,circle_UP East,circle_West Bengal,attrition_flag
JIO11622,90.0,-0.924,-0.243,1,0.023658536585365854,0.243,11,0.085,1,0.916,1.41,12.0,36.0,81.5,0.47173012710132123,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,163.0,2.46,3.66999999999989,2.0,3.88,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO11623,1050.0,-0.217,-0.262,1,0.039473684210526314,0.262,11,0.108,0,0.878,1.71,16.0,0.0,6.0,-0.23385042993864788,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,18.0,2.86,15.88,3.0,0.75,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO11624,450.0,-0.599,-0.328,1,0.027908496732026142,0.328,6,0.138,1,1.04,-2.32,21.0,30.0,76.0,0.805654221676141,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,152.0,2.0,9.83,1.0,4.27,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO11625,450.0,0.06,-0.086,1,0.04816901408450704,0.086,8,0.177,0,1.133,-4.92,9.0,34.0,70.0,0.37801682300012696,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,70.0,3.77,24.14,5.0,3.42,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO11626,1020.0,0.492,-0.26,1,0.025833333333333333,0.26,7,0.336,0,0.918,-2.8,2.0,30.0,17.5,-0.1565626634805629,3.0,0,1.0,0.0,0,0,0,1,0,0,0,4.0,35.0,2.13,14.98,2.0,0.93,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO11627,480.0,-0.783,-0.075,1,0.02041322314049587,0.075,4,0.145,0,0.887,-1.13,20.0,25.0,30.0,0.4483557266072895,0.0,0,1.0,0.0,0,0,0,0,1,0,0,6.0,120.0,3.03,22.42,1.0,2.47,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO11628,600.0,-0.72,-0.356,-1,0.03755725190839695,0.356,6,0.413,0,1.011,-2.4,12.0,24.0,43.333333333333336,0.17374942868459115,4.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,130.0,3.57,15.42,0.0,4.92,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0
JIO11629,420.0,-0.736,-0.093,1,0.018581560283687945,0.093,8,0.504,1,1.234,-0.53,3.0,10.0,70.0,0.4484707862927768,3.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,140.0,2.9,7.17,3.0,2.62,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0
JIO11630,1020.0,1.036,0.663,1,0.01631578947368421,0.663,12,0.151,0,0.872,4.97,12.0,2.0,6.0,0.16965648605306616,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,18.0,4.02,19.97,1.0,0.31,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO11631,270.0,0.014,-0.274,1,0.016337209302325583,0.274,6,0.03,0,1.061,-4.14,3.0,16.0,85.5,-0.2962248292468057,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,171.0,3.77,19.54,1.0,2.81,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO11632,210.0,0.876,0.404,1,0.03127659574468085,0.404,5,0.002,0,1.145,0.75,17.0,9.0,46.0,-0.22524244131111168,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,46.0,3.51,19.15,4.0,1.47,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0
JIO11633,510.0,0.149,-0.248,1,0.0,0.248,7,0.112,0,1.146,-0.85,11.0,10.0,7.5,0.3604862861534064,1.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,30.0,2.76,13.21,4.0,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO11634,750.0,-0.879,-0.278,-1,0.16318181818181818,0.278,6,0.601,0,1.246000000000005,-0.45,10.0,10.0,21.0,0.032828633762710696,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,21.0,2.45,13.87,0.0,3.59,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
JIO11635,390.0,0.204,0.4,1,0.0,0.4,7,0.313,0,1.146,-5.16,12.0,17.0,34.75,-0.14127696213469884,4.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,139.0,3.54,16.55,2.0,0.0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO11636,180.0,-0.001,-0.345,1,0.23666666666666666,0.345,4,0.008,0,1.012,0.12,5.0,12.0,5.666666666666667,-0.3342929027722735,4.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,17.0,4.04,18.24,3.0,4.26,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0
JIO11637,1020.0,-0.432,0.149,1,0.028833333333333332,0.149,6,0.196,0,0.957,-0.14,3.0,32.0,19.666666666666668,0.14825967295771136,1.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,59.0,2.84,19.19,2.0,1.73,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0
JIO11638,30.0,0.234,-0.111,1,0.021363636363636362,0.111,10,0.096,0,0.789,-3.85,17.0,0.0,10.5,0.7218837217351007,1.0,0,1.0,0.0,0,0,1,0,1,0,0,4.0,21.0,3.14,12.82,2.0,0.47,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0
JIO11639,540.0,0.037,0.115,1,0.027272727272727275,0.115,10,0.093,0,0.848,4.37,12.0,12.0,98.0,-0.3736365199889955,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,98.0,3.29,16.2,1.0,2.7,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0
JIO11640,210.0,-0.818,-0.629,1,0.06114754098360656,0.629,8,0.381,0,0.977,-0.75,8.0,42.0,60.0,0.1584768098354653,3.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,60.0,3.2,12.67,2.0,3.73,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0
JIO11641,1050.0,0.125,-0.156,1,0.026,0.156,7,0.176,0,0.721,-1.52,23.0,3.0,54.0,0.6442771943954002,3.0,0,1.0,0.0,0,0,0,0,1,0,0,3.0,54.0,4.28,9.05,2.0,1.43,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0
JIO11642,810.0,-1.151,-0.087,1,0.036603773584905665,0.087,5,0.528,1,0.883,-2.17,17.0,41.0,79.0,0.1221255130639997,3.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,158.0,2.45,12.48,2.0,5.82,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
JIO11643,540.0,-1.121,0.294,1,0.06106382978723404,0.294,1,0.155,0,0.961,-0.26,18.0,1.0,93.0,0.30833012868740683,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,93.0,3.34,11.79,2.0,5.74,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1.0
JIO11644,150.0,-0.156,-0.732,1,0.03611940298507463,0.732,11,0.4,0,0.995,1.72,10.0,19.0,66.5,-0.22183773485140787,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,133.0,3.57,5.36,3.0,4.84,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1.0
JIO11645,360.0,0.319,0.145,1,0.020267857142857143,0.145,6,0.123,0,1.105,0.63,7.0,5.0,111.0,0.149907484022677,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,111.0,3.7,10.28,1.0,2.27,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0
JIO11646,90.0,-0.184,-0.754,1,0.04066666666666666,0.754,7,0.312,0,1.075,-3.68,21.0,26.0,14.5,-0.06550049275159207,1.0,0,1.0,0.0,1,0,0,0,0,0,0,4.0,29.0,4.1,23.55,1.0,1.22,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO11647,690.0,0.34,0.659,1,0.007674418604651163,0.659,12,0.104,0,0.868,0.28,11.0,17.0,57.0,0.34500549848795203,0.0,0,1.0,0.0,0,0,0,0,1,0,0,5.0,171.0,3.11,24.14,1.0,1.32,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO11648,720.0,-0.812,0.093,1,0.0338,0.093,9,0.155,0,1.029,1.86,10.0,9.0,49.5,0.4155851180476629,5.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,99.0,4.95,18.47,3.0,3.38,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO11649,240.0,0.049,0.715,1,0.039632352941176466,0.715,12,0.168,0,1.015,2.17,16.0,0.0,67.5,0.9063472747065148,3.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,135.0,3.52,21.73,1.0,5.39,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO11650,120.0,-0.056,-0.156,1,0.08857142857142856,0.156,7,0.442,0,0.931,0.53,11.0,26.0,9.0,0.20287161062475148,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,27.0,2.98,14.49,4.0,2.48,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO11651,90.0,0.127,0.483,1,0.22916666666666666,0.483,6,0.011,1,1.084,3.15,1.0,10.0,11.0,0.11402871080375825,3.0,1,0.8975686324224778,5.0,0,0,0,0,0,0,0,3.0,11.0,3.72,16.32,1.0,2.75,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO11652,990.0,-0.389,0.004,-1,0.04928571428571429,0.004,9,0.186,0,0.911,-2.74,12.0,30.0,34.5,0.2180345055520676,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,69.0,2.13,10.15,0.0,3.45,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1.0
JIO11653,60.0,0.83,-0.176,1,0.0,0.176,6,0.081,0,0.978,0.93,3.0,17.0,27.0,-0.12360820248374091,1.0,0,1.0,0.0,0,0,1,0,0,0,0,7.0,135.0,4.3,23.37,4.0,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0
JIO11654,780.0,-0.728,-0.412,1,0.04422680412371134,0.412,6,0.219,0,1.034,0.82,15.0,6.0,96.0,0.2684693452115919,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,96.0,4.56,8.08,1.0,4.29,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
JIO11655,630.0,-0.608,0.046,1,0.05595238095238095,0.046,5,0.451,0,1.102,-1.79,17.0,18.0,125.0,0.0466095064513397,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,125.0,2.65,14.03,2.0,7.05,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1.0
JIO11656,570.0,0.041,0.307,1,0.026206896551724135,0.307,7,0.046,1,0.897,-3.27,9.0,10.0,43.0,0.058961341694364997,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,86.0,3.47,20.63,5.0,2.28,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0
JIO11657,240.0,-0.783,-0.321,-1,0.5008333333333334,0.321,5,0.292,1,0.916,-1.47,17.0,7.0,11.0,0.6111591374627858,3.0,1,0.4078889211913532,0.0,0,0,0,0,0,1,0,3.0,11.0,3.62,10.15,0.0,6.01,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
JIO11658,840.0,0.134,-0.131,1,0.0,0.131,3,0.088,0,1.085,2.56,13.0,2.0,58.666666666666664,-0.3522898978478744,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,176.0,3.3,20.05,1.0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
JIO11659,120.0,-0.171,-0.41,1,0.018979591836734696,0.41,5,0.005,0,0.97,-0.2,18.0,16.0,16.0,0.39895749639516587,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,48.0,3.18,15.91,3.0,0.93,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO11660,180.0,-0.027,-1.207,1,0.039285714285714285,1.207,8,0.599,0,1.079,-4.16,5.0,45.0,55.666666666666664,0.6109902735689529,4.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,167.0,2.03,4.27,2.0,6.6,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1.0
JIO11661,270.0,-1.192,0.238,1,0.025286624203821658,0.238,4,0.268,0,1.028,-3.69,23.0,30.0,78.0,0.10867601555312244,4.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,156.0,3.74,11.29,1.0,3.97,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
JIO11662,360.0,0.016,-0.133,1,0.0444516129032258,0.133,8,0.386,0,0.929,2.34,16.0,33.0,38.5,-0.742649214653008,1.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,154.0,2.89,21.94,3.0,6.89,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO11663,360.0,0.213,0.429,1,0.022333333333333334,0.429,4,0.376,0,0.785,1.66,5.0,29.0,19.666666666666668,-0.21273769548305135,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,59.0,2.64,18.36,1.0,1.34,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0
JIO11664,120.0,0.651,0.19,1,0.005865921787709497,0.19,6,0.193,1,0.837,3.07,6.0,40.0,89.0,0.4539480912963882,1.0,0,1.0,0.0,0,0,0,0,1,0,0,4.0,178.0,3.23,18.03,2.0,1.05,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO11665,420.0,-0.081,0.27,1,0.02411764705882353,0.27,7,0.156,1,0.843,2.5,3.0,6.0,33.5,-0.008003821804608742,2.0,0,1.0,0.0,0,1,0,0,0,0,0,4.0,67.0,2.43,23.22,1.0,1.64,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO11666,180.0,-0.398,-0.457,1,0.10631578947368421,0.457,7,0.338,0,0.719999999999995,4.65,17.0,24.0,9.25,-0.19975578130321878,3.0,0,1.0,0.0,0,1,0,0,0,0,0,6.0,37.0,3.53,13.63,4.0,4.04,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0
JIO11667,180.0,0.876,-0.561,1,0.0,0.561,10,0.623,1,1.088,-1.29,17.0,21.0,50.5,-0.1766712224298761,2.0,0,1.0,0.0,1,0,0,0,0,0,0,4.0,101.0,4.11,20.28,1.0,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO11668,270.0,-0.156,0.263,1,0.1704,0.263,9,0.014,0,1.029,-1.11,22.0,24.0,4.8,0.29421700927659356,1.0,0,1.0,0.0,0,0,0,0,0,0,0,7.0,24.0,3.16,16.95,2.0,4.26,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO11669,300.0,-1.12,-1.297,1,0.011212121212121213,1.297,11,0.22,1,1.002,1.84,7.0,38.0,82.0,0.34135674887048273,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,164.0,3.53,12.81,3.0,1.85,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
JIO11670,210.0,0.444,0.368,1,0.13727272727272727,0.368,4,0.128,0,0.895,-0.68,3.0,21.0,7.0,-0.08362623470939301,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,21.0,2.6,18.24,4.0,3.02,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO11671,90.0,0.556,0.196,1,0.1135,0.196,6,0.177,0,0.866,0.2,15.0,19.0,6.333333333333333,-0.12838854413514064,1.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,19.0,3.84,14.07,2.0,2.27,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO11672,540.0,-0.497,0.047,1,0.02891304347826087,0.047,9,0.262,0,0.897,0.44,14.0,7.0,68.5,-0.13711535216533766,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,137.0,3.38,15.31,1.0,3.99,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0
JIO11673,60.0,0.181,-0.056,1,0.475,0.056,4,0.22,0,1.007,0.43,20.0,7.0,7.0,-0.3228435645744759,0.0,1,0.5643125801852003,5.0,0,0,1,0,0,0,0,3.0,7.0,3.21,13.04,6.0,3.8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO11674,330.0,0.359,-1.008,1,0.02509433962264151,1.008,9,0.401,1,0.974,-3.15,17.0,6.0,52.666666666666664,0.7153814913143046,1.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,158.0,2.24,8.04,2.0,3.99,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
JIO11675,660.0,-0.085,0.245,1,0.07612903225806451,0.245,11,0.059,1,0.86,0.09,13.0,12.0,15.0,-0.11281216422396895,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,30.0,2.01,17.07,3.0,2.36,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0
JIO11676,360.0,0.105,0.391,1,0.02745762711864407,0.391,6,0.321,0,0.868,-1.16,16.0,9.0,58.0,0.42600548228892376,1.0,0,1.0,0.0,0,0,0,0,1,0,0,3.0,58.0,3.16,17.71,5.0,1.62,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO11677,690.0,-0.831,-0.31,1,0.05175438596491228,0.31,2,0.305,1,1.161,3.54,7.0,37.0,56.0,0.682460618172858,3.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,56.0,3.18,10.54,1.0,2.95,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
JIO11678,720.0,0.541,-0.527,-1,0.017394957983193276,0.527,4,0.25,0,0.94,1.63,18.0,3.0,118.0,0.3494088143517861,1.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,118.0,3.07,21.26,0.0,2.07,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO11679,30.0,0.291,0.377,1,0.02446280991735537,0.377,4,0.155,0,0.797,-2.29,9.0,20.0,24.0,-0.15106710945131693,1.0,0,1.0,0.0,0,0,1,0,0,0,0,7.0,120.0,3.06,23.84,5.0,2.96,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0
JIO11680,90.0,-0.377,0.023,1,0.0173125,0.023,10,0.339,0,0.862,-1.46,16.0,12.0,79.5,0.29130553161781325,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,159.0,2.75,14.72,3.0,2.77,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
JIO11681,270.0,-0.269,0.217,1,0.13777777777777778,0.217,8,0.242,0,0.956,1.04,12.0,3.0,2.6666666666666665,-0.008468462236820658,1.0,1,1.0,2.0,0,0,0,0,0,0,0,5.0,8.0,3.93,11.26,1.0,1.24,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
JIO11682,450.0,0.679,0.14,1,0.008263473053892216,0.14,7,0.108,0,0.898,1.05,8.0,23.0,166.0,-0.3162956512555448,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,166.0,3.43,20.82,2.0,1.38,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0
JIO11683,150.0,0.509,0.006,1,0.03272727272727273,0.006,7,0.255,0,0.741,2.77,19.0,18.0,49.0,0.11352574860256104,0.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,98.0,3.07,17.71,3.0,3.24,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
JIO11684,540.0,-0.397,-0.849,1,0.026457142857142856,0.849,6,0.173,1,1.134,3.83,7.0,35.0,43.5,-0.2626639269059309,3.0,0,1.0,0.0,1,0,0,0,0,0,0,6.0,174.0,4.46,16.13,1.0,4.63,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
JIO11685,780.0,-0.333,-0.052,1,0.027272727272727275,0.052,6,0.145,0,1.149,0.68,14.0,11.0,8.0,0.41568778596154726,1.0,0,1.0,0.0,0,0,0,0,0,0,0,6.0,32.0,3.77,17.0,2.0,0.9,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
JIO11686,150.0,-0.21,0.087,1,0.11352941176470588,0.087,10,0.04,0,1.046,-1.67,4.0,6.0,5.333333333333333,-0.16261605405443758,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,16.0,2.73,14.8,3.0,1.93,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0
JIO11687,90.0,0.381,0.544,1,0.029738562091503266,0.544,12,0.27,0,0.917,-0.53,14.0,33.0,50.666666666666664,0.07040587955549375,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,152.0,3.7,16.96,3.0,4.55,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO11688,1020.0,0.26,0.054,1,0.03697916666666667,0.054,10,0.015,0,0.735,1.94,22.0,17.0,47.5,0.09915075504114974,2.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,95.0,2.17,17.56,4.0,3.55,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0
JIO11689,420.0,0.024,0.393,-1,0.019878787878787878,0.393,10,0.169,0,0.774,2.48,6.0,32.0,164.0,-0.09061674079642706,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,164.0,3.96,14.01,0.0,3.28,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0
JIO11690,870.0,0.005,0.41,1,0.024414414414414415,0.41,4,0.541,1,1.085,-4.96,12.0,12.0,36.666666666666664,0.20534283051634614,0.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,110.0,3.03,20.88,3.0,2.71,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0
JIO11691,330.0,-0.082,0.206,1,0.053092783505154645,0.206,3,0.232,0,0.998,-2.93,11.0,23.0,96.0,-0.16621627981788353,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,96.0,3.4,21.9,1.0,5.15,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0
JIO11692,150.0,-1.299,-0.833,1,1.4366666666666665,0.833,3,0.621,1,0.884,1.68,22.0,1.0,0.5,0.4549540541100354,2.0,1,0.814983796517264,0.0,0,0,0,0,1,0,0,6.0,2.0,2.39,6.05,2.0,4.31,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0
JIO11693,930.0,0.706,-0.07,1,0.0047272727272727275,0.07,8,0.417,0,1.081,-1.06,6.0,1.0,18.0,-0.47109288808636196,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,54.0,4.14,14.89,1.0,0.26,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO11694,90.0,0.448,-0.331,1,0.05625,0.331,4,0.185,0,1.111,-2.11,6.0,4.0,3.5,0.04423285284124413,1.0,1,0.5897553824139294,3.0,0,0,0,0,0,0,0,4.0,7.0,2.18,18.03,4.0,0.45,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
JIO11695,990.0,-0.964,0.089,1,0.024206896551724137,0.089,3,0.284,1,0.937,-4.43,2.0,42.0,72.0,0.8286251496703997,2.0,0,1.0,0.0,0,0,0,1,0,0,0,4.0,144.0,2.69,11.24,1.0,3.51,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.0
JIO11696,30.0,0.198,-0.021,1,0.0037588652482269504,0.021,6,0.166,0,0.968,0.97,0.0,17.0,70.0,-0.35011596361195113,3.0,0,1.0,0.0,0,0,1,0,0,0,0,4.0,140.0,3.26,15.91,1.0,0.53,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0
JIO11697,270.0,0.232,-0.481,1,1.5899999999999999,0.481,8,0.257,1,1.231,-0.66,3.0,0.0,0.6666666666666666,-0.23721073968369802,1.0,1,0.9330655946337084,1.0,0,0,0,0,0,0,0,5.0,2.0,3.42,19.11,3.0,4.77,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0
JIO11698,480.0,0.289,0.165,1,0.025826771653543305,0.165,4,0.002,0,0.948,1.91,17.0,34.0,126.0,0.17986774738062025,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,126.0,3.06,14.63,2.0,3.28,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO11699,780.0,-0.657,0.289,1,0.0402962962962963,0.289,4,0.338,0,1.141,2.01,2.0,37.0,134.0,0.06285362367885929,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,134.0,3.94,18.49,3.0,5.44,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0
JIO11700,270.0,0.095,0.792,1,0.01773109243697479,0.792,11,0.176,1,0.945,-0.14,5.0,24.0,118.0,0.12272053474574571,0.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,118.0,3.13,19.05,4.0,2.11,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
JIO11701,1050.0,0.451,0.297,1,0.07044444444444445,0.297,6,0.098,0,0.993,3.57,5.0,38.0,44.0,0.17121549555168222,2.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,44.0,3.76,21.37,1.0,3.17,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0
JIO11702,840.0,-0.22,0.529,1,0.11390243902439025,0.529,4,0.251,0,0.876,4.67,6.0,40.0,13.333333333333334,0.22215251399661945,2.0,0,1.0,0.0,0,0,0,0,0,0,0,5.0,40.0,3.48,15.2,5.0,4.67,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0
JIO11703,360.0,0.279,-0.242,1,0.005833333333333334,0.242,7,0.184,0,1.073,-3.4,8.0,16.0,95.0,0.3883949446846781,3.0,0,1.0,0.0,0,0,0,0,0,0,0,3.0,95.0,4.55,24.09,2.0,0.56,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0
JIO11704,60.0,-0.674,0.028,1,0.021103896103896104,0.028,8,0.057,0,0.865,2.45,0.0,23.0,153.0,0.2934365299249794,1.0,0,1.0,0.0,0,0,1,0,0,0,0,3.0,153.0,3.79,8.91,2.0,3.25,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1.0
JIO11705,120.0,-0.253,0.448,1,0.021124999999999998,0.448,11,0.041,0,1.091,-2.03,4.0,39.0,39.5,-0.08444017911648985,1.0,0,1.0,0.0,0,0,0,0,0,0,0,4.0,79.0,3.65,23.21,3.0,1.69,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0
